doc_id,Disease,Question
11575,Đau Nửa Đầu Phía Trước,"Tôi hiện đang trải qua cơn đau đầu phía trước, kèm theo ù tai. Tôi có thể đang bị bệnh gì?
"
11576,Đau Nửa Đầu Phía Trước,"Tôi đang cảm thấy đau đầu phía trước, kèm theo cứng cơ cổ. Tôi có thể đang bị bệnh gì?
"
11577,Đau Nửa Đầu Phía Trước,"Tôi hay bị đau đầu phía trước, kèm theo thay đổi thị lực. Tôi có thể đang bị bệnh gì?
"
11578,Đau Nửa Đầu Phía Trước,"Tôi hiện đang trải qua cơn đau đầu phía trước, kèm theo nhạy cảm với âm thanh. Tôi có thể đang bị bệnh gì?
"
11579,Đau Nửa Đầu Phía Trước,"Tôi đang cảm thấy đau đầu phía trước, kèm theo giảm cảm giác thèm ăn. Tôi có thể đang bị bệnh gì?"
11580,Đau Nửa Đầu,"Tôi hiện đang có các triệu chứng như đau nửa đầu theo nhịp mạch đập, kèm theo buồn nôn và nôn. Tôi có thể đang bị bệnh gì?
"
11581,Đau Nửa Đầu,"Tôi đang cảm thấy đau nửa đầu ngày càng tăng dần cường độ, kèm theo chóng mặt và rối loạn thị giác. Tôi có thể đang bị bệnh gì?
"
11582,Đau Nửa Đầu,"Tôi hay bị đau nửa đầu diễn tiến theo từng đợt, kèm theo nhạy cảm ánh sáng và tiếng ồn. Tôi có thể đang bị bệnh gì?
"
11583,Đau Nửa Đầu,"Tôi hiện đang có các triệu chứng như đau nửa đầu xuất hiện vào nửa đêm về sáng, kèm theo mệt mỏi và khó chịu. Tôi có thể đang bị bệnh gì?
"
11584,Đau Nửa Đầu,"Tôi đang cảm thấy đau nửa đầu khi gắng sức, kèm theo đổ mồ hôi và buồn nôn. Tôi có thể đang bị bệnh gì?
"
11585,Đau Nửa Đầu,"Tôi hay bị đau nửa đầu khi tiếp xúc với ánh sáng mạnh, kèm theo chóng mặt và nhạy cảm tiếng ồn. Tôi có thể đang bị bệnh gì?
"
11586,Đau Nửa Đầu,"Tôi hiện đang có các triệu chứng như đau nửa đầu dữ dội, kèm theo nôn và rối loạn thị giác. Tôi có thể đang bị bệnh gì?
"
11587,Đau Nửa Đầu,"Tôi đang cảm thấy đau nửa đầu âm ỉ kéo dài, kèm theo mệt mỏi và khó tập trung. Tôi có thể đang bị bệnh gì?
"
11588,Đau Nửa Đầu,"Tôi hay bị đau nửa đầu kèm theo aura, chẳng hạn như nhìn thấy ánh sáng nhấp nháy hoặc điểm mù. Tôi có thể đang bị bệnh gì?
"
11589,Đau Nửa Đầu,"Tôi hiện đang có các triệu chứng như đau nửa đầu kèm theo tê bì hoặc yếu cơ. Tôi có thể đang bị bệnh gì?
"
11590,Đau Nửa Đầu,"Tôi đang cảm thấy đau nửa đầu kèm theo khó nói hoặc khó hiểu lời nói. Tôi có thể đang bị bệnh gì?
"
11591,Đau Nửa Đầu,"Tôi hay bị đau nửa đầu kèm theo thay đổi tâm trạng hoặc trầm cảm. Tôi có thể đang bị bệnh gì?
"
11592,Đau Nửa Đầu,"Tôi hiện đang có các triệu chứng như đau nửa đầu kèm theo sốt hoặc cứng cổ. Tôi có thể đang bị bệnh gì?
"
11593,Đau Nửa Đầu,"Tôi đang cảm thấy đau nửa đầu kèm theo co giật. Tôi có thể đang bị bệnh gì?
"
11594,Đau Nửa Đầu,"Tôi hay bị đau nửa đầu kèm theo mất ý thức. Tôi có thể đang bị bệnh gì?
"
11595,Đau Nửa Đầu,"Tôi hiện đang có các triệu chứng như đau nửa đầu kèm theo đau đầu hàng ngày. Tôi có thể đang bị bệnh gì?
"
11596,Đau Nửa Đầu,"Tôi đang cảm thấy đau nửa đầu kèm theo đau đầu sau chấn thương đầu. Tôi có thể đang bị bệnh gì?
"
11597,Đau Nửa Đầu,"Tôi hay bị đau nửa đầu kèm theo đau đầu do thuốc. Tôi có thể đang bị bệnh gì?
"
11598,Đau Nửa Đầu,"Tôi hiện đang có các triệu chứng như đau nửa đầu kèm theo đau đầu do nhiễm trùng. Tôi có thể đang bị bệnh gì?
"
11599,Đau Nửa Đầu,Tôi đang cảm thấy đau nửa đầu kèm theo đau đầu do khối u. Tôi có thể đang bị bệnh gì?
11600,Đau Thắt Ngực,"Tôi hiện đang có các triệu chứng như đau thắt ngực, lan xuống cánh tay trái và khó thở. Tôi có thể đang bị bệnh gì?
"
11601,Đau Thắt Ngực,"Tôi đang cảm thấy đau ngực dữ dội, kèm theo đổ mồ hôi và buồn nôn. Tôi có thể đang bị bệnh gì?
"
11602,Đau Thắt Ngực,"Tôi hay bị đau sau xương ức khi leo cầu thang, nhưng giảm khi nghỉ ngơi. Tôi có thể đang bị bệnh gì?
"
11603,Đau Thắt Ngực,"Tôi hiện đang trải qua cơn đau thắt ngực kéo dài hơn bình thường và tần suất ngày càng tăng. Tôi có thể đang bị bệnh gì?
"
11604,Đau Thắt Ngực,"Tôi đang cảm thấy đau thắt ngực đột ngột vào ban đêm, kéo dài khoảng 30 phút. Tôi có thể đang bị bệnh gì?
"
11605,Đau Thắt Ngực,"Tôi hay bị đau thắt ngực kèm theo khó thở và mệt mỏi, đặc biệt khi căng thẳng. Tôi có thể đang bị bệnh gì?
"
11606,Đau Thắt Ngực,"Tôi hiện đang có các triệu chứng như đau ngực, lan ra lưng và vai. Tôi có thể đang bị bệnh gì?
"
11607,Đau Thắt Ngực,"Tôi đang cảm thấy đầy bụng, khó tiêu và đau thắt ngực. Tôi có thể đang bị bệnh gì?
"
11608,Đau Thắt Ngực,"Tôi hay bị choáng váng và ngất xỉu khi đau thắt ngực. Tôi có thể đang bị bệnh gì?
"
11609,Đau Thắt Ngực,"Tôi hiện đang có các triệu chứng đau thắt ngực nghiêm trọng, có thể dẫn đến nhồi máu cơ tim. Tôi có thể đang bị bệnh gì?
"
11610,Đau Thắt Ngực,"Tôi đang cảm thấy đau thắt ngực, kèm theo khó thở và ngất xỉu. Tôi có thể đang bị bệnh gì?
"
11611,Đau Thắt Ngực,"Tôi hay bị đau thắt ngực khi hoạt động gắng sức, nhưng giảm khi dùng thuốc giãn mạch. Tôi có thể đang bị bệnh gì?
"
11612,Đau Thắt Ngực,"Tôi hiện đang có các triệu chứng đau thắt ngực không thể đoán trước và ngày càng nặng hơn. Tôi có thể đang bị bệnh gì?
"
11613,Đau Thắt Ngực,"Tôi đang cảm thấy đau thắt ngực kèm theo mệt mỏi và thiếu năng lượng. Tôi có thể đang bị bệnh gì?
"
11614,Đau Thắt Ngực,"Tôi hay bị đau thắt ngực khi căng thẳng và stress. Tôi có thể đang bị bệnh gì?
"
11615,Đau Thắt Ngực,"Tôi hiện đang có các triệu chứng đau thắt ngực lan xuống lưng và cổ. Tôi có thể đang bị bệnh gì?
"
11616,Đau Thắt Ngực,"Tôi đang cảm thấy đau thắt ngực và khó thở, kèm theo buồn nôn. Tôi có thể đang bị bệnh gì?
"
11617,Đau Thắt Ngực,"Tôi hay bị đau thắt ngực khi đi bộ nhanh. Tôi có thể đang bị bệnh gì?
"
11618,Đau Thắt Ngực,"Tôi hiện đang có các triệu chứng đau thắt ngực kéo dài hơn so với trước đây. Tôi có thể đang bị bệnh gì?
"
11619,Đau Thắt Ngực,Tôi đang cảm thấy đau thắt ngực và khó ngủ. Tôi có thể đang bị bệnh gì?
11620,Đau Tinh Hoàn Bên Phải,"Tôi hiện đang có các triệu chứng như đau đột ngột và dữ dội ở tinh hoàn bên phải, kèm theo sưng và đỏ. Tôi có thể đang bị bệnh gì?
"
11621,Đau Tinh Hoàn Bên Phải,"Tôi đang cảm thấy đau âm ỉ ở tinh hoàn phải, cơn đau lan lên vùng bụng dưới. Tôi có thể đang bị bệnh gì?
"
11622,Đau Tinh Hoàn Bên Phải,"Tôi hay bị đau tinh hoàn phải trước và trong khi quan hệ tình dục, đặc biệt là sau khi xuất tinh. Tôi có thể đang bị bệnh gì?
"
11623,Đau Tinh Hoàn Bên Phải,"Tôi thấy tinh hoàn phải của mình nằm ở vị trí bất thường hoặc cao hơn bình thường trong bìu và cảm thấy đau. Tôi có thể đang bị bệnh gì?
"
11624,Đau Tinh Hoàn Bên Phải,"Tôi bị đau tinh hoàn phải khi thức dậy, ngủ, đứng, ngồi hoặc di chuyển. Tôi có thể đang bị bệnh gì?
"
11625,Đau Tinh Hoàn Bên Phải,"Tôi bị đau tinh hoàn phải sau khi tập thể dục. Tôi có thể đang bị bệnh gì?
"
11626,Đau Tinh Hoàn Bên Phải,"Tôi bị đau tinh hoàn phải sau khi quan hệ tình dục. Tôi có thể đang bị bệnh gì?
"
11627,Đau Tinh Hoàn Bên Phải,"Tôi bị đau tinh hoàn phải khi đi xe đạp. Tôi có thể đang bị bệnh gì?
"
11628,Đau Tinh Hoàn Bên Phải,"Tôi bị đau tinh hoàn phải sau khi bị va đập mạnh. Tôi có thể đang bị bệnh gì?
"
11629,Đau Tinh Hoàn Bên Phải,"Tôi bị đau tinh hoàn phải và sờ thấy một khối u. Tôi có thể đang bị bệnh gì?
"
11630,Đau Tinh Hoàn Bên Phải,"Tinh hoàn phải của tôi sưng to và cảm thấy đau. Tôi có thể đang bị bệnh gì?
"
11631,Đau Tinh Hoàn Bên Phải,"Bìu của tôi bị đỏ và sưng, kèm theo đau tinh hoàn phải. Tôi có thể đang bị bệnh gì?
"
11632,Đau Tinh Hoàn Bên Phải,"Tôi bị đau tinh hoàn phải kéo dài nhiều ngày. Tôi có thể đang bị bệnh gì?
"
11633,Đau Tinh Hoàn Bên Phải,"Tôi cảm thấy nóng rát khi đi tiểu và đau tinh hoàn phải. Tôi có thể đang bị bệnh gì?
"
11634,Đau Tinh Hoàn Bên Phải,"Tần suất đi tiểu của tôi thay đổi và tôi bị đau tinh hoàn phải. Tôi có thể đang bị bệnh gì?
"
11635,Đau Tinh Hoàn Bên Phải,"Tôi thấy xuất hiện máu trong nước tiểu và đau tinh hoàn phải. Tôi có thể đang bị bệnh gì?
"
11636,Đau Tinh Hoàn Bên Phải,"Nước tiểu của tôi có màu đục và tôi bị đau tinh hoàn phải. Tôi có thể đang bị bệnh gì?
"
11637,Đau Tinh Hoàn Bên Phải,"Tôi cảm thấy ngứa và kích ứng bên trong dương vật, kèm theo đau tinh hoàn phải. Tôi có thể đang bị bệnh gì?
"
11638,Đau Tinh Hoàn Bên Phải,"Dương vật của tôi tiết dịch bất thường và tôi bị đau tinh hoàn phải. Tôi có thể đang bị bệnh gì?
"
11639,Đau Tinh Hoàn Bên Phải,"Tôi bị sốt và ớn lạnh, kèm theo đau tinh hoàn phải. Tôi có thể đang bị bệnh gì?"
11640,Đau Tinh Hoàn Bên Trái,"Tôi hiện đang có các triệu chứng như đau đột ngột và dữ dội ở tinh hoàn bên trái, kèm theo sưng và đỏ. Tôi có thể đang bị bệnh gì?
"
11641,Đau Tinh Hoàn Bên Trái,"Tôi đang cảm thấy đau âm ỉ ở tinh hoàn trái, cơn đau lan xuống vùng bụng dưới. Tôi có thể đang bị bệnh gì?
"
11642,Đau Tinh Hoàn Bên Trái,"Tôi hay bị đau tinh hoàn trái, kèm theo cảm giác nóng rát khi đi tiểu. Tôi có thể đang bị bệnh gì?
"
11643,Đau Tinh Hoàn Bên Trái,"Tôi thấy tinh hoàn trái của mình nằm ở vị trí bất thường và cảm thấy đau. Tôi có thể đang bị bệnh gì?
"
11644,Đau Tinh Hoàn Bên Trái,"Tôi bị sốt và ớn lạnh, kèm theo đau tinh hoàn trái. Tôi có thể đang bị bệnh gì?
"
11645,Đau Tinh Hoàn Bên Trái,"Tôi bị buồn nôn và nôn, kèm theo đau tinh hoàn trái. Tôi có thể đang bị bệnh gì?
"
11646,Đau Tinh Hoàn Bên Trái,"Tôi cảm thấy cơ thể mệt mỏi và đau tinh hoàn trái. Tôi có thể đang bị bệnh gì?
"
11647,Đau Tinh Hoàn Bên Trái,"Tôi thấy dương vật tiết dịch bất thường và đau tinh hoàn trái. Tôi có thể đang bị bệnh gì?
"
11648,Đau Tinh Hoàn Bên Trái,"Tần suất đi tiểu của tôi thay đổi và tôi bị đau tinh hoàn trái. Tôi có thể đang bị bệnh gì?
"
11649,Đau Tinh Hoàn Bên Trái,"Tôi thấy xuất hiện máu trong nước tiểu và đau tinh hoàn trái. Tôi có thể đang bị bệnh gì?
"
11650,Đau Tinh Hoàn Bên Trái,"Nước tiểu của tôi có màu đục và tôi bị đau tinh hoàn trái. Tôi có thể đang bị bệnh gì?
"
11651,Đau Tinh Hoàn Bên Trái,"Tôi cảm thấy ngứa và kích ứng bên trong dương vật, kèm theo đau tinh hoàn trái. Tôi có thể đang bị bệnh gì?
"
11652,Đau Tinh Hoàn Bên Trái,"Tôi bị đau tinh hoàn trái sau khi tập thể dục mạnh. Tôi có thể đang bị bệnh gì?
"
11653,Đau Tinh Hoàn Bên Trái,"Tôi bị đau tinh hoàn trái sau khi quan hệ tình dục. Tôi có thể đang bị bệnh gì?
"
11654,Đau Tinh Hoàn Bên Trái,"Tôi bị đau tinh hoàn trái khi đi xe đạp. Tôi có thể đang bị bệnh gì?
"
11655,Đau Tinh Hoàn Bên Trái,"Tôi bị đau tinh hoàn trái sau khi bị va đập mạnh. Tôi có thể đang bị bệnh gì?
"
11656,Đau Tinh Hoàn Bên Trái,"Tôi bị đau tinh hoàn trái và sờ thấy một khối u. Tôi có thể đang bị bệnh gì?
"
11657,Đau Tinh Hoàn Bên Trái,"Tinh hoàn trái của tôi sưng to và cảm thấy đau. Tôi có thể đang bị bệnh gì?
"
11658,Đau Tinh Hoàn Bên Trái,"Bìu của tôi bị đỏ và sưng, kèm theo đau tinh hoàn trái. Tôi có thể đang bị bệnh gì?
"
11659,Đau Tinh Hoàn Bên Trái,Tôi bị đau tinh hoàn trái kéo dài nhiều ngày. Tôi có thể đang bị bệnh gì?
11660,Đau Tinh Hoàn,"Tôi hiện đang có các triệu chứng như đau buốt tinh hoàn, sau đó âm ỉ, kèm theo bầm tím ở bìu. Tôi có thể đang bị bệnh gì?
"
11661,Đau Tinh Hoàn,"Tôi đang cảm thấy đau tinh hoàn ngày càng trầm trọng, kèm theo sưng tấy và bề mặt bìu bóng đỏ. Tôi có thể đang bị bệnh gì?
"
11662,Đau Tinh Hoàn,"Tôi hay bị đau nhói ở lưng lan xuống tinh hoàn và đầu dương vật. Tôi có thể đang bị bệnh gì?
"
11663,Đau Tinh Hoàn,"Tôi hiện đang trải qua cơn đau tinh hoàn, kèm theo buồn nôn và nôn. Tôi có thể đang bị bệnh gì?
"
11664,Đau Tinh Hoàn,"Tôi đang cảm thấy đau tinh hoàn, kèm theo sốt. Tôi có thể đang bị bệnh gì?
"
11665,Đau Tinh Hoàn,"Tôi hay bị đau tinh hoàn, kèm theo đi tiểu thường xuyên và nóng rát. Tôi có thể đang bị bệnh gì?
"
11666,Đau Tinh Hoàn,"Tôi hiện đang trải qua cơn đau tinh hoàn, kèm theo xuất hiện cục u ở bìu. Tôi có thể đang bị bệnh gì?
"
11667,Đau Tinh Hoàn,"Tôi đang cảm thấy đau tinh hoàn, kèm theo máu trong nước tiểu. Tôi có thể đang bị bệnh gì?
"
11668,Đau Tinh Hoàn,"Tôi hay bị đau tinh hoàn, kèm theo sưng bìu. Tôi có thể đang bị bệnh gì?
"
11669,Đau Tinh Hoàn,"Tôi hiện đang trải qua cơn đau tinh hoàn, kèm theo khó chịu khi đi lại. Tôi có thể đang bị bệnh gì?
"
11670,Đau Tinh Hoàn,"Tôi đang cảm thấy đau tinh hoàn, kèm theo đau bụng dưới. Tôi có thể đang bị bệnh gì?
"
11671,Đau Tinh Hoàn,"Tôi hay bị đau tinh hoàn, kèm theo sốt và ớn lạnh. Tôi có thể đang bị bệnh gì?
"
11672,Đau Tinh Hoàn,"Tôi hiện đang trải qua cơn đau tinh hoàn, kèm theo thay đổi màu sắc bìu. Tôi có thể đang bị bệnh gì?
"
11673,Đau Tinh Hoàn,"Tôi đang cảm thấy đau tinh hoàn, kèm theo đau khi quan hệ tình dục. Tôi có thể đang bị bệnh gì?
"
11674,Đau Tinh Hoàn,"Tôi hay bị đau tinh hoàn, kèm theo tiểu buốt. Tôi có thể đang bị bệnh gì?
"
11675,Đau Tinh Hoàn,"Tôi hiện đang trải qua cơn đau tinh hoàn, kèm theo sưng hạch bạch huyết ở bẹn. Tôi có thể đang bị bệnh gì?
"
11676,Đau Tinh Hoàn,"Tôi đang cảm thấy đau tinh hoàn, kèm theo mệt mỏi. Tôi có thể đang bị bệnh gì?
"
11677,Đau Tinh Hoàn,"Tôi hay bị đau tinh hoàn sau khi vận động mạnh. Tôi có thể đang bị bệnh gì?
"
11678,Đau Tinh Hoàn,"Tôi hiện đang trải qua cơn đau tinh hoàn, kèm theo đau lưng. Tôi có thể đang bị bệnh gì?
"
11679,Đau Tinh Hoàn,"Tôi đang cảm thấy đau tinh hoàn, kèm theo khó tiểu. Tôi có thể đang bị bệnh gì?"
11680,Đau Vú,"Tôi hiện đang có các triệu chứng như đau âm ỉ ở cả hai vú, cảm giác nặng nề và sưng vú trước kỳ kinh nguyệt. Tôi có thể đang bị bệnh gì?
"
11681,Đau Vú,"Tôi đang cảm thấy đau vú theo chu kỳ, mức độ đau tăng dần trong hai tuần trước kỳ kinh và giảm dần sau đó. Tôi có thể đang bị bệnh gì?
"
11682,Đau Vú,"Tôi hay bị đau vú, cảm giác đau lan từ phần trên vú xuống nách và xuất hiện vón cục. Tôi có thể đang bị bệnh gì?
"
11683,Đau Vú,"Tôi ở độ tuổi 20 và thường xuyên bị đau vú theo chu kỳ kinh nguyệt. Tôi có thể đang bị bệnh gì?
"
11684,Đau Vú,"Tôi đang trong độ tuổi 40 và cảm thấy đau vú, sưng vú trước kỳ kinh. Tôi có thể đang bị bệnh gì?
"
11685,Đau Vú,"Tôi bị đau vú không theo chu kỳ kinh nguyệt, cảm giác đau rát và căng tức. Tôi có thể đang bị bệnh gì?
"
11686,Đau Vú,"Tôi cảm thấy đau ở một bên vú, cơn đau xuất hiện liên tục hoặc không liên tục. Tôi có thể đang bị bệnh gì?
"
11687,Đau Vú,"Tôi hay bị đau bên trong hoặc bên dưới vú, cảm giác đau có thể lan rộng ra toàn bộ vú. Tôi có thể đang bị bệnh gì?
"
11688,Đau Vú,"Tôi đã mãn kinh và thường xuyên bị đau vú không theo chu kỳ. Tôi có thể đang bị bệnh gì?
"
11689,Đau Vú,"Tôi bị đau vú, kèm theo cảm giác ngứa ran và nóng rát. Tôi có thể đang bị bệnh gì?
"
11690,Đau Vú,"Tôi thấy xuất hiện dịch tiết bất thường ở núm vú và cảm thấy đau vú. Tôi có thể đang bị bệnh gì?
"
11691,Đau Vú,"Tôi sờ thấy một khối u nhỏ trong vú và cảm thấy đau. Tôi có thể đang bị bệnh gì?
"
11692,Đau Vú,"Da vùng vú của tôi bị thay đổi màu sắc và cảm thấy đau. Tôi có thể đang bị bệnh gì?
"
11693,Đau Vú,"Núm vú của tôi bị tụt vào trong và cảm thấy đau. Tôi có thể đang bị bệnh gì?
"
11694,Đau Vú,"Tôi bị đau vú sau khi tập thể dục mạnh. Tôi có thể đang bị bệnh gì?
"
11695,Đau Vú,"Tôi cảm thấy đau vú sau khi mặc áo ngực quá chật. Tôi có thể đang bị bệnh gì?
"
11696,Đau Vú,"Tôi đang cho con bú và cảm thấy đau vú. Tôi có thể đang bị bệnh gì?
"
11697,Đau Vú,"Tôi đang dùng thuốc tránh thai và cảm thấy đau vú. Tôi có thể đang bị bệnh gì?
"
11698,Đau Vú,"Tôi đang điều trị hormone và cảm thấy đau vú. Tôi có thể đang bị bệnh gì?
"
11699,Đau Vú,Tôi bị stress và cảm thấy đau vú. Tôi có thể đang bị bệnh gì?
11700,Đau Đầu Gối Khi Đứng Lên Ngồi Xuống,"Tôi hiện đang có các triệu chứng như đau đầu gối khi đứng lên ngồi xuống, đặc biệt là buổi sáng. Tôi có thể đang bị bệnh gì?
"
11701,Đau Đầu Gối Khi Đứng Lên Ngồi Xuống,"Tôi đang cảm thấy đau đầu gối kèm sưng, đỏ và nóng. Tôi có thể đang bị bệnh gì?
"
11702,Đau Đầu Gối Khi Đứng Lên Ngồi Xuống,"Tôi hay bị đau đầu gối kèm cơ yếu và cứng khớp. Tôi có thể đang bị bệnh gì?
"
11703,Đau Đầu Gối Khi Đứng Lên Ngồi Xuống,"Tôi hiện đang có các triệu chứng như đau đầu gối và khó khăn khi gập duỗi. Tôi có thể đang bị bệnh gì?
"
11704,Đau Đầu Gối Khi Đứng Lên Ngồi Xuống,"Tôi đang cảm thấy đau đầu gối và nghe tiếng lụp cụp khi cử động. Tôi có thể đang bị bệnh gì?
"
11705,Đau Đầu Gối Khi Đứng Lên Ngồi Xuống,"Tôi hay bị đau đầu gối và muốn biết nguyên nhân. Tôi có thể đang bị bệnh gì?
"
11706,Đau Đầu Gối Khi Đứng Lên Ngồi Xuống,"Tôi hiện đang có các triệu chứng như đau đầu gối và muốn biết cách điều trị. Tôi có thể đang bị bệnh gì?
"
11707,Đau Đầu Gối Khi Đứng Lên Ngồi Xuống,"Tôi đang cảm thấy đau đầu gối và muốn biết cách phòng ngừa. Tôi có thể đang bị bệnh gì?
"
11708,Đau Đầu Gối Khi Đứng Lên Ngồi Xuống,"Tôi hay bị đau đầu gối và muốn biết khi nào cần đi khám. Tôi có thể đang bị bệnh gì?
"
11709,Đau Đầu Gối Khi Đứng Lên Ngồi Xuống,"Tôi hiện đang có các triệu chứng như đau đầu gối và muốn biết cách chăm sóc bản thân. Tôi có thể đang bị bệnh gì?
"
11710,Đau Đầu Gối Khi Đứng Lên Ngồi Xuống,"Tôi đang cảm thấy đau đầu gối và muốn biết về các bài tập phục hồi. Tôi có thể đang bị bệnh gì?
"
11711,Đau Đầu Gối Khi Đứng Lên Ngồi Xuống,"Tôi hay bị đau đầu gối và muốn biết về chế độ dinh dưỡng. Tôi có thể đang bị bệnh gì?
"
11712,Đau Đầu Gối Khi Đứng Lên Ngồi Xuống,"Tôi hiện đang có các triệu chứng như đau đầu gối và muốn biết về các loại thuốc giảm đau. Tôi có thể đang bị bệnh gì?
"
11713,Đau Đầu Gối Khi Đứng Lên Ngồi Xuống,"Tôi đang cảm thấy đau đầu gối và muốn biết về vật lý trị liệu. Tôi có thể đang bị bệnh gì?
"
11714,Đau Đầu Gối Khi Đứng Lên Ngồi Xuống,"Tôi hay bị đau đầu gối và muốn biết về phẫu thuật. Tôi có thể đang bị bệnh gì?
"
11715,Đau Đầu Gối Khi Đứng Lên Ngồi Xuống,"Tôi hiện đang có các triệu chứng như đau đầu gối và muốn biết về các biến chứng. Tôi có thể đang bị bệnh gì?
"
11716,Đau Đầu Gối Khi Đứng Lên Ngồi Xuống,"Tôi đang cảm thấy đau đầu gối và muốn biết về tác động đến cuộc sống. Tôi có thể đang bị bệnh gì?
"
11717,Đau Đầu Gối Khi Đứng Lên Ngồi Xuống,"Tôi hay bị đau đầu gối và muốn chia sẻ kinh nghiệm. Tôi có thể đang bị bệnh gì?
"
11718,Đau Đầu Gối Khi Đứng Lên Ngồi Xuống,"Tôi hiện đang có các triệu chứng như đau đầu gối và muốn tìm hiểu thêm thông tin. Tôi có thể đang bị bệnh gì?
"
11719,Đau Đầu Gối Khi Đứng Lên Ngồi Xuống,Tôi đang cảm thấy đau đầu gối và muốn biết về các phương pháp điều trị mới. Tôi có thể đang bị bệnh gì?
11720,Đau Đầu Migraine,"Tôi hiện đang có các triệu chứng như đau nửa đầu và muốn biết về giai đoạn tiền triệu. Tôi có thể đang bị bệnh gì?
"
11721,Đau Đầu Migraine,"Tôi đang cảm thấy đau nửa đầu và muốn biết về giai đoạn Aura. Tôi có thể đang bị bệnh gì?
"
11722,Đau Đầu Migraine,"Tôi hay bị đau nửa đầu và muốn biết về giai đoạn tấn công. Tôi có thể đang bị bệnh gì?
"
11723,Đau Đầu Migraine,"Tôi hiện đang có các triệu chứng như đau nửa đầu và muốn biết về giai đoạn sau cơn đau. Tôi có thể đang bị bệnh gì?
"
11724,Đau Đầu Migraine,"Tôi đang cảm thấy đau nửa đầu và muốn biết cách điều trị. Tôi có thể đang bị bệnh gì?
"
11725,Đau Đầu Migraine,"Tôi hay bị đau nửa đầu và muốn biết cách phòng ngừa. Tôi có thể đang bị bệnh gì?
"
11726,Đau Đầu Migraine,"Tôi hiện đang có các triệu chứng như đau nửa đầu và muốn biết nguyên nhân. Tôi có thể đang bị bệnh gì?
"
11727,Đau Đầu Migraine,"Tôi đang cảm thấy đau nửa đầu và muốn biết yếu tố nguy cơ. Tôi có thể đang bị bệnh gì?
"
11728,Đau Đầu Migraine,"Tôi hay bị đau nửa đầu và muốn biết biến chứng. Tôi có thể đang bị bệnh gì?
"
11729,Đau Đầu Migraine,"Tôi hiện đang có các triệu chứng như đau nửa đầu và muốn biết khi nào cần đi khám. Tôi có thể đang bị bệnh gì?
"
11730,Đau Đầu Migraine,"Tôi đang cảm thấy đau nửa đầu và muốn biết cách chăm sóc bản thân. Tôi có thể đang bị bệnh gì?
"
11731,Đau Đầu Migraine,"Tôi hay bị đau nửa đầu và muốn biết về các loại thuốc điều trị. Tôi có thể đang bị bệnh gì?
"
11732,Đau Đầu Migraine,"Tôi hiện đang có các triệu chứng như đau nửa đầu và muốn biết về liệu pháp thay thế. Tôi có thể đang bị bệnh gì?
"
11733,Đau Đầu Migraine,"Tôi đang cảm thấy đau nửa đầu và muốn biết về thay đổi lối sống. Tôi có thể đang bị bệnh gì?
"
11734,Đau Đầu Migraine,"Tôi hay bị đau nửa đầu và muốn biết về các nghiên cứu mới. Tôi có thể đang bị bệnh gì?
"
11735,Đau Đầu Migraine,"Tôi hiện đang có các triệu chứng như đau nửa đầu và muốn biết về nhóm hỗ trợ. Tôi có thể đang bị bệnh gì?
"
11736,Đau Đầu Migraine,"Tôi đang cảm thấy đau nửa đầu và muốn chia sẻ kinh nghiệm. Tôi có thể đang bị bệnh gì?
"
11737,Đau Đầu Migraine,"Tôi hay bị đau nửa đầu và muốn tìm hiểu thêm thông tin. Tôi có thể đang bị bệnh gì?
"
11738,Đau Đầu Migraine,"Tôi hiện đang có các triệu chứng như đau nửa đầu và muốn biết về tác động đến cuộc sống. Tôi có thể đang bị bệnh gì?
"
11739,Đau Đầu Migraine,Tôi đang cảm thấy đau nửa đầu và muốn biết về cách đối phó với cơn đau. Tôi có thể đang bị bệnh gì?
11740,Đau Đầu Sau Gáy,"Tôi hiện đang có các triệu chứng như đau nhức vùng sau gáy, mức độ vừa đến nặng. Tôi có thể đang bị bệnh gì?
"
11741,Đau Đầu Sau Gáy,"Tôi đang cảm thấy đau đầu dữ dội, không thể kiểm soát bằng thuốc giảm đau. Tôi có thể đang bị bệnh gì?
"
11742,Đau Đầu Sau Gáy,"Tôi hay bị đau nhói phần nửa đầu phía sau gáy, tần suất ngày càng tăng. Tôi có thể đang bị bệnh gì?
"
11743,Đau Đầu Sau Gáy,"Tôi hiện đang có các triệu chứng như đau đầu sau gáy kèm theo co giật. Tôi có thể đang bị bệnh gì?
"
11744,Đau Đầu Sau Gáy,"Tôi đang cảm thấy tê yếu chân tay, nói ngọng và sốt cao. Tôi có thể đang bị bệnh gì?
"
11745,Đau Đầu Sau Gáy,"Tôi hay bị đau đầu sau gáy kèm cứng cổ. Tôi có thể đang bị bệnh gì?
"
11746,Đau Đầu Sau Gáy,"Tôi hiện đang có các triệu chứng như đau đầu sau gáy, sợ tiếng động và ánh sáng. Tôi có thể đang bị bệnh gì?
"
11747,Đau Đầu Sau Gáy,"Tôi đang cảm thấy đau đầu sau gáy kèm buồn nôn. Tôi có thể đang bị bệnh gì?
"
11748,Đau Đầu Sau Gáy,"Tôi hay bị đau đầu sau gáy kèm rối loạn vận động. Tôi có thể đang bị bệnh gì?
"
